01/01/05,null,null,null,null,null,null,null,null,null,null,复权
01/02/05,null,null,null,null,null,null,null,null,null,null,复权
01/03/05,null,null,null,null,null,null,null,null,null,null,复权
01/04/05,null,null,null,null,4.964,-1.0622,2289082,11465600,37.9563,2.8924,复权
01/05/05,null,null,null,null,4.918,-0.9202,4188787,20718560,37.607,2.8658,复权
01/06/05,null,null,null,null,4.964,0.9288,3466337,17333840,37.9563,2.8924,复权
01/07/05,null,null,null,null,4.956,-0.1534,2451996,12302850,37.8981,2.8879,复权
01/08/05,null,null,null,null,null,null,null,null,null,null,复权
01/09/05,null,null,null,null,null,null,null,null,null,null,复权
01/10/05,null,null,null,null,5.017,1.2289,3421672,17111500,38.3638,2.9234,复权
01/11/05,null,null,null,null,null,null,null,null,null,null,复权
01/12/05,null,null,null,null,4.971,-0.9105,2130270,10672640,38.0145,2.8968,复权
01/13/05,null,null,null,null,5.002,0.6126,2081006,10504590,38.2474,2.9146,复权
01/14/05,null,null,null,null,4.948,-1.0654,2086201,10476660,37.8399,2.8835,复权
01/15/05,null,null,null,null,null,null,null,null,null,null,复权
01/16/05,null,null,null,null,null,null,null,null,null,null,复权
01/17/05,null,null,null,null,4.758,-3.8462,4122829,20039970,36.3845,2.7726,复权
01/18/05,null,null,null,null,4.735,-0.48,3369322,16109620,36.2098,2.7593,复权
01/19/05,null,null,null,null,4.689,-0.9646,2191012,10416560,35.8605,2.7327,复权
01/20/05,null,null,null,null,4.575,-2.4351,5133619,23815010,34.9873,2.6661,复权
01/21/05,null,null,null,null,4.88,6.6556,13049223,62408190,37.3159,2.8436,复权
01/22/05,null,null,null,null,null,null,null,null,null,null,复权
01/23/05,null,null,null,null,null,null,null,null,null,null,复权
01/24/05,null,null,null,null,4.925,0.936,8395881,41761050,37.6652,2.8702,复权
01/25/05,null,null,null,null,4.804,-2.473,4550238,22142390,36.7338,2.7992,复权
01/26/05,null,null,null,null,4.796,-0.1585,3298823,16124240,36.6756,2.7948,复权
01/27/05,null,null,null,null,4.674,-2.5397,3282520,15671760,35.7441,2.7238,复权
01/28/05,null,null,null,null,4.697,0.4886,3030661,14212960,35.9188,2.7371,复权
01/29/05,null,null,null,null,null,null,null,null,null,null,复权
01/30/05,null,null,null,null,null,null,null,null,null,null,复权
01/31/05,null,null,null,null,4.613,-1.7828,2415161,11288380,35.2784,2.6883,复权
02/01/05,null,null,null,null,4.636,0.495,2764821,13006370,35.453,2.7016,复权
02/02/05,null,null,null,null,4.872,5.0903,7405654,35957940,37.2577,2.8391,复权
02/03/05,null,null,null,null,4.804,-1.4063,5383014,26337390,36.7338,2.7992,复权
02/04/05,null,null,null,null,5.024,4.5959,11593364,58460210,38.422,2.9279,复权
02/05/05,null,null,null,null,null,null,null,null,null,null,复权
02/06/05,null,null,null,null,null,null,null,null,null,null,复权
02/07/05,null,null,null,null,null,null,null,null,null,null,复权
02/08/05,null,null,null,null,null,null,null,null,null,null,复权
02/09/05,null,null,null,null,null,null,null,null,null,null,复权
02/10/05,null,null,null,null,null,null,null,null,null,null,复权
02/11/05,null,null,null,null,null,null,null,null,null,null,复权
02/12/05,null,null,null,null,null,null,null,null,null,null,复权
02/13/05,null,null,null,null,null,null,null,null,null,null,复权
02/14/05,null,null,null,null,null,null,null,null,null,null,复权
02/15/05,null,null,null,null,null,null,null,null,null,null,复权
02/16/05,null,null,null,null,5.017,-0.1515,5501209,27970440,38.3638,2.9234,复权
02/17/05,null,null,null,null,4.994,-0.4552,3936388,19839010,38.1892,2.9101,复权
02/18/05,null,null,null,null,5.024,0.6098,5154019,26213870,38.422,2.9279,复权
02/19/05,null,null,null,null,null,null,null,null,null,null,复权
02/20/05,null,null,null,null,null,null,null,null,null,null,复权
02/21/05,null,null,null,null,5.108,1.6667,8399119,43335850,39.0624,2.9767,复权
02/22/05,null,null,null,null,5.131,0.4471,10195344,52460970,39.237,2.99,复权
02/23/05,null,null,null,null,5.078,-1.0386,6655840,34215340,38.8295,2.9589,复权
02/24/05,null,null,null,null,5.047,-0.5997,6483404,32969260,38.5967,2.9412,复权
02/25/05,null,null,null,null,5.055,0.1508,7355267,37865710,38.6549,2.9456,复权
02/26/05,null,null,null,null,null,null,null,null,null,null,复权
02/27/05,null,null,null,null,null,null,null,null,null,null,复权
02/28/05,null,null,null,null,4.933,-2.4096,6706411,33546810,37.7234,2.8746,复权
03/01/05,null,null,null,null,4.872,-1.2346,4372804,21592550,37.2577,2.8391,复权
03/02/05,null,null,null,null,4.857,-0.3125,4003802,19739120,37.1413,2.8303,复权
03/03/05,null,null,null,null,4.903,0.9404,2313969,11399020,37.4906,2.8569,复权
